job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name,skills_list
AI09520,Machine Learning Researcher,304173,USD,EX,CT,Switzerland,M,Switzerland,100,"Data Visualization, Kubernetes, Mathematics, Java",Master,15,Education,2024-04-20,2024-06-30,1850,8.1,TechCorp Inc,"['Data Visualization', 'Kubernetes', 'Mathematics', 'Java']"
AI09521,AI Product Manager,227298,EUR,EX,CT,France,L,France,50,"Deep Learning, Computer Vision, NLP, Git",Master,17,Media,2024-12-08,2025-01-19,2308,8.9,Predictive Systems,"['Deep Learning', 'Computer Vision', 'NLP', 'Git']"
AI09522,Data Analyst,69760,USD,MI,FT,India,S,Switzerland,100,"Tableau, SQL, PyTorch, NLP",Associate,3,Education,2024-05-10,2024-06-17,1101,8.6,Cloud AI Solutions,"['Tableau', 'SQL', 'PyTorch', 'NLP']"
AI09523,AI Specialist,72801,USD,MI,CT,Austria,L,Austria,100,"PyTorch, Python, Git, Java, AWS",Bachelor,3,Retail,2024-07-23,2024-08-23,1813,7.9,Digital Transformation LLC,"['PyTorch', 'Python', 'Git', 'Java', 'AWS']"
AI09524,Data Analyst,89120,USD,MI,PT,United States,M,United States,0,"NLP, SQL, MLOps, Data Visualization",PhD,4,Manufacturing,2024-12-16,2025-01-19,1157,6.6,Neural Networks Co,"['NLP', 'SQL', 'MLOps', 'Data Visualization']"
AI09525,Autonomous Systems Engineer,73940,USD,MI,CT,Finland,M,Finland,0,"SQL, Python, Java, R",Master,2,Gaming,2024-08-05,2024-10-17,1317,5.7,AI Innovations,"['SQL', 'Python', 'Java', 'R']"
AI09526,Machine Learning Engineer,96714,USD,EN,FL,Denmark,L,Denmark,0,"Docker, Hadoop, NLP, GCP",Associate,0,Education,2024-04-06,2024-05-06,1000,6.7,Machine Intelligence Group,"['Docker', 'Hadoop', 'NLP', 'GCP']"
AI09527,Machine Learning Researcher,147551,EUR,EX,FL,France,S,France,100,"Docker, Python, PyTorch, AWS",Bachelor,19,Manufacturing,2025-03-09,2025-03-26,2084,5.3,DataVision Ltd,"['Docker', 'Python', 'PyTorch', 'AWS']"
AI09528,Autonomous Systems Engineer,193299,USD,EX,FL,Switzerland,M,Switzerland,100,"Python, Hadoop, TensorFlow",Bachelor,10,Government,2024-06-04,2024-07-22,1137,7.4,Quantum Computing Inc,"['Python', 'Hadoop', 'TensorFlow']"
AI09529,AI Research Scientist,57503,EUR,EN,PT,Germany,M,Germany,0,"Kubernetes, Mathematics, MLOps, Git, Computer Vision",PhD,0,Healthcare,2024-07-17,2024-08-25,866,8.3,Quantum Computing Inc,"['Kubernetes', 'Mathematics', 'MLOps', 'Git', 'Computer Vision']"
AI09530,Research Scientist,130911,USD,EX,FT,Austria,S,Austria,100,"Python, Azure, Computer Vision",PhD,19,Telecommunications,2025-02-10,2025-03-22,1695,6.5,Autonomous Tech,"['Python', 'Azure', 'Computer Vision']"
AI09531,AI Research Scientist,141763,USD,EX,CT,India,S,Austria,50,"GCP, Kubernetes, Computer Vision, Mathematics, Spark",Bachelor,15,Transportation,2024-06-03,2024-07-10,2091,6.0,Machine Intelligence Group,"['GCP', 'Kubernetes', 'Computer Vision', 'Mathematics', 'Spark']"
AI09532,Data Analyst,66601,USD,SE,FL,Finland,S,Finland,0,"R, Spark, MLOps, Computer Vision",Master,9,Energy,2024-03-22,2024-04-22,1831,7.1,Neural Networks Co,"['R', 'Spark', 'MLOps', 'Computer Vision']"
AI09533,Autonomous Systems Engineer,73566,USD,EN,PT,Switzerland,M,Norway,0,"Java, Hadoop, Kubernetes, Scala",PhD,0,Education,2024-06-13,2024-08-24,1857,9.1,Autonomous Tech,"['Java', 'Hadoop', 'Kubernetes', 'Scala']"
AI09534,Computer Vision Engineer,86261,USD,SE,FT,Japan,L,Japan,100,"Spark, Docker, Git",Bachelor,7,Healthcare,2024-01-31,2024-02-15,838,7.1,DataVision Ltd,"['Spark', 'Docker', 'Git']"
AI09535,NLP Engineer,171896,USD,SE,PT,Norway,S,Norway,50,"Java, Mathematics, Computer Vision, Data Visualization, Python",Bachelor,8,Consulting,2024-08-04,2024-10-13,564,5.1,TechCorp Inc,"['Java', 'Mathematics', 'Computer Vision', 'Data Visualization', 'Python']"
AI09536,AI Consultant,172293,USD,SE,FL,Sweden,L,Sweden,100,"PyTorch, Kubernetes, Docker",Master,7,Automotive,2024-08-22,2024-09-12,1735,5.6,Predictive Systems,"['PyTorch', 'Kubernetes', 'Docker']"
AI09537,Deep Learning Engineer,90533,EUR,MI,FL,France,M,Sweden,100,"Scala, Statistics, PyTorch, Git",Associate,4,Education,2024-06-28,2024-08-22,2186,7.1,Digital Transformation LLC,"['Scala', 'Statistics', 'PyTorch', 'Git']"
AI09538,Machine Learning Engineer,157232,USD,EX,FT,Finland,S,Finland,50,"NLP, Java, Git, Python",Associate,12,Automotive,2025-02-23,2025-04-05,1217,7.1,DataVision Ltd,"['NLP', 'Java', 'Git', 'Python']"
AI09539,Data Analyst,101088,USD,MI,CT,Australia,M,Australia,0,"Python, Scala, Azure",PhD,4,Education,2024-09-26,2024-10-30,807,5.8,Quantum Computing Inc,"['Python', 'Scala', 'Azure']"
AI09540,Head of AI,133605,USD,SE,FT,Norway,M,Norway,100,"Deep Learning, GCP, PyTorch, Computer Vision, Hadoop",Associate,8,Healthcare,2024-06-08,2024-06-23,1035,5.3,Advanced Robotics,"['Deep Learning', 'GCP', 'PyTorch', 'Computer Vision', 'Hadoop']"
AI09541,Computer Vision Engineer,67600,EUR,EN,PT,Germany,S,Germany,0,"GCP, Azure, Data Visualization, TensorFlow",PhD,0,Real Estate,2024-04-06,2024-05-18,963,5.4,Smart Analytics,"['GCP', 'Azure', 'Data Visualization', 'TensorFlow']"
AI09542,AI Architect,98760,USD,MI,FT,Sweden,L,Japan,50,"Git, SQL, Linux, Scala, Statistics",Associate,4,Manufacturing,2024-07-04,2024-08-25,1192,5.2,DataVision Ltd,"['Git', 'SQL', 'Linux', 'Scala', 'Statistics']"
AI09543,Data Scientist,264824,USD,EX,FT,Singapore,M,United States,0,"Git, SQL, Mathematics, Kubernetes",Master,11,Manufacturing,2024-06-28,2024-08-22,786,5.5,Advanced Robotics,"['Git', 'SQL', 'Mathematics', 'Kubernetes']"
AI09544,Machine Learning Researcher,92246,USD,MI,FL,Sweden,L,Sweden,50,"Deep Learning, Docker, Python, Kubernetes",Associate,3,Transportation,2024-01-19,2024-02-28,877,6.7,Advanced Robotics,"['Deep Learning', 'Docker', 'Python', 'Kubernetes']"
AI09545,AI Research Scientist,153061,USD,SE,FL,Denmark,S,India,100,"R, Java, AWS",Associate,7,Finance,2025-04-23,2025-06-29,1431,7.8,Predictive Systems,"['R', 'Java', 'AWS']"
AI09546,AI Consultant,48044,USD,EN,FL,Israel,S,Israel,100,"SQL, Statistics, Spark, Mathematics",Master,1,Telecommunications,2024-06-16,2024-08-12,681,8.7,Neural Networks Co,"['SQL', 'Statistics', 'Spark', 'Mathematics']"
AI09547,Data Scientist,61460,EUR,EN,FL,Germany,M,Switzerland,50,"Python, PyTorch, Computer Vision",PhD,1,Consulting,2024-04-21,2024-06-04,1673,7.1,Quantum Computing Inc,"['Python', 'PyTorch', 'Computer Vision']"
AI09548,Research Scientist,121833,USD,SE,PT,Japan,L,Norway,100,"Scala, Deep Learning, Hadoop, Spark, SQL",PhD,7,Media,2024-01-08,2024-02-02,1851,9.8,TechCorp Inc,"['Scala', 'Deep Learning', 'Hadoop', 'Spark', 'SQL']"
AI09549,AI Consultant,113790,USD,MI,FT,United States,L,United States,0,"Kubernetes, Data Visualization, Deep Learning, PyTorch",Associate,2,Real Estate,2024-03-12,2024-04-26,653,7.8,Autonomous Tech,"['Kubernetes', 'Data Visualization', 'Deep Learning', 'PyTorch']"
AI09550,Computer Vision Engineer,32519,USD,EN,FT,India,S,India,100,"Scala, Python, Computer Vision, Linux",Master,0,Energy,2025-03-27,2025-04-23,935,6.5,Algorithmic Solutions,"['Scala', 'Python', 'Computer Vision', 'Linux']"
AI09551,Data Engineer,50055,USD,EN,CT,Finland,M,Finland,0,"Python, Azure, Spark, TensorFlow",PhD,1,Energy,2024-06-29,2024-08-31,2498,6.2,AI Innovations,"['Python', 'Azure', 'Spark', 'TensorFlow']"
AI09552,Computer Vision Engineer,191814,USD,EX,PT,Canada,L,Canada,50,"Python, Kubernetes, Mathematics",PhD,13,Healthcare,2025-03-25,2025-05-19,1660,9.3,Future Systems,"['Python', 'Kubernetes', 'Mathematics']"
AI09553,AI Specialist,176037,GBP,SE,FL,United Kingdom,L,United Kingdom,100,"Java, R, Azure, SQL, MLOps",Associate,8,Government,2024-09-25,2024-11-01,2355,6.9,TechCorp Inc,"['Java', 'R', 'Azure', 'SQL', 'MLOps']"
AI09554,Principal Data Scientist,40439,USD,EN,FT,Finland,S,Finland,50,"Docker, Java, R, Deep Learning",Master,0,Healthcare,2024-04-15,2024-06-20,1437,8.3,Predictive Systems,"['Docker', 'Java', 'R', 'Deep Learning']"
AI09555,ML Ops Engineer,103394,USD,SE,PT,Singapore,S,Singapore,50,"Spark, Linux, Deep Learning, Azure",Master,7,Automotive,2024-11-27,2025-01-15,593,9.8,AI Innovations,"['Spark', 'Linux', 'Deep Learning', 'Azure']"
AI09556,Data Analyst,112018,USD,EN,PT,Switzerland,M,Germany,100,"Python, SQL, R, MLOps, TensorFlow",Master,1,Consulting,2024-03-11,2024-04-15,2289,6.3,TechCorp Inc,"['Python', 'SQL', 'R', 'MLOps', 'TensorFlow']"
AI09557,Principal Data Scientist,72880,USD,EN,FL,Switzerland,M,Austria,0,"R, TensorFlow, Python, Computer Vision",Associate,1,Consulting,2024-11-08,2024-12-11,866,8.5,DataVision Ltd,"['R', 'TensorFlow', 'Python', 'Computer Vision']"
AI09558,Research Scientist,35037,USD,EN,PT,South Korea,S,South Korea,0,"Scala, MLOps, Git, Kubernetes",Master,0,Transportation,2024-04-17,2024-06-21,1257,7.2,Advanced Robotics,"['Scala', 'MLOps', 'Git', 'Kubernetes']"
AI09559,Deep Learning Engineer,166170,GBP,EX,FT,United Kingdom,M,United Kingdom,100,"Scala, SQL, Azure, Spark, R",Associate,11,Media,2024-10-09,2024-12-06,1128,7.8,Quantum Computing Inc,"['Scala', 'SQL', 'Azure', 'Spark', 'R']"
AI09560,Machine Learning Researcher,165271,USD,EX,FL,Australia,M,Australia,100,"PyTorch, Git, Azure, Spark, Computer Vision",Master,13,Transportation,2025-01-04,2025-02-02,1358,7.5,Machine Intelligence Group,"['PyTorch', 'Git', 'Azure', 'Spark', 'Computer Vision']"
AI09561,NLP Engineer,37559,USD,EN,CT,China,M,Switzerland,50,"Computer Vision, GCP, Python, TensorFlow",Bachelor,0,Media,2024-01-16,2024-03-11,989,8.7,Future Systems,"['Computer Vision', 'GCP', 'Python', 'TensorFlow']"
AI09562,AI Research Scientist,175456,USD,EX,FL,United States,S,Netherlands,100,"AWS, Hadoop, PyTorch",Associate,19,Automotive,2024-10-07,2024-11-04,2435,7.8,Advanced Robotics,"['AWS', 'Hadoop', 'PyTorch']"
AI09563,NLP Engineer,241695,USD,EX,FL,Sweden,M,Sweden,50,"SQL, Kubernetes, Data Visualization, Spark",PhD,14,Energy,2024-10-13,2024-12-07,1697,7.8,Cognitive Computing,"['SQL', 'Kubernetes', 'Data Visualization', 'Spark']"
AI09564,Research Scientist,39119,USD,EN,PT,China,S,United Kingdom,100,"Azure, AWS, R, Mathematics, Linux",Associate,0,Telecommunications,2024-07-20,2024-08-11,2076,5.8,Digital Transformation LLC,"['Azure', 'AWS', 'R', 'Mathematics', 'Linux']"
AI09565,AI Software Engineer,105810,USD,EX,PT,Ireland,S,Ireland,50,"MLOps, Python, AWS, Docker",Associate,10,Media,2025-01-17,2025-02-18,1002,6.2,DeepTech Ventures,"['MLOps', 'Python', 'AWS', 'Docker']"
AI09566,Data Engineer,105256,USD,SE,PT,South Korea,M,South Korea,100,"Tableau, Deep Learning, Python, Docker, SQL",Associate,6,Automotive,2024-08-12,2024-08-29,2113,7.6,Future Systems,"['Tableau', 'Deep Learning', 'Python', 'Docker', 'SQL']"
AI09567,Deep Learning Engineer,190396,USD,EX,CT,Canada,S,Canada,50,"MLOps, Scala, Git, Mathematics",Master,13,Transportation,2025-02-12,2025-04-08,1083,5.5,Machine Intelligence Group,"['MLOps', 'Scala', 'Git', 'Mathematics']"
AI09568,AI Product Manager,149167,USD,EX,CT,China,L,Austria,0,"R, TensorFlow, Statistics",PhD,18,Finance,2024-12-08,2025-01-03,1853,6.8,Future Systems,"['R', 'TensorFlow', 'Statistics']"
AI09569,Data Analyst,105958,USD,EN,FL,Denmark,L,Denmark,0,"Python, Tableau, Azure",Associate,0,Automotive,2025-02-26,2025-03-22,1129,6.4,Future Systems,"['Python', 'Tableau', 'Azure']"
AI09570,Principal Data Scientist,89303,USD,SE,FL,Austria,M,Austria,100,"R, SQL, Deep Learning, Kubernetes, Tableau",Bachelor,8,Media,2025-02-15,2025-04-08,1788,9.2,Predictive Systems,"['R', 'SQL', 'Deep Learning', 'Kubernetes', 'Tableau']"
AI09571,Autonomous Systems Engineer,182659,EUR,EX,FT,Germany,L,Germany,100,"SQL, Git, Kubernetes, Azure, GCP",Bachelor,17,Telecommunications,2025-03-13,2025-05-18,927,7.5,TechCorp Inc,"['SQL', 'Git', 'Kubernetes', 'Azure', 'GCP']"
AI09572,AI Specialist,55632,EUR,EN,CT,Netherlands,S,Singapore,50,"Data Visualization, Git, Hadoop, Mathematics, Deep Learning",Master,0,Transportation,2024-11-29,2025-02-06,2169,7.2,Neural Networks Co,"['Data Visualization', 'Git', 'Hadoop', 'Mathematics', 'Deep Learning']"
AI09573,Head of AI,193726,USD,EX,CT,Singapore,S,Singapore,50,"R, Git, Docker",Bachelor,18,Education,2024-07-06,2024-07-22,1146,6.8,Digital Transformation LLC,"['R', 'Git', 'Docker']"
AI09574,Computer Vision Engineer,56763,USD,MI,FL,China,M,China,0,"Scala, Spark, Deep Learning, Data Visualization",Bachelor,3,Consulting,2024-03-16,2024-05-08,1767,7.9,Algorithmic Solutions,"['Scala', 'Spark', 'Deep Learning', 'Data Visualization']"
AI09575,Head of AI,57129,USD,MI,PT,Austria,M,Ireland,50,"Hadoop, Python, Linux, Spark",Master,3,Retail,2024-12-16,2025-01-21,2040,5.8,TechCorp Inc,"['Hadoop', 'Python', 'Linux', 'Spark']"
AI09576,AI Software Engineer,90597,EUR,MI,FL,Netherlands,S,Netherlands,50,"SQL, PyTorch, GCP",Bachelor,3,Finance,2024-07-25,2024-08-16,941,6.4,Neural Networks Co,"['SQL', 'PyTorch', 'GCP']"
AI09577,AI Architect,60819,USD,MI,FL,Japan,S,United Kingdom,0,"Deep Learning, Azure, Scala, Hadoop, GCP",Bachelor,4,Automotive,2025-02-03,2025-04-05,1743,7.2,Future Systems,"['Deep Learning', 'Azure', 'Scala', 'Hadoop', 'GCP']"
AI09578,NLP Engineer,252153,USD,EX,CT,Australia,L,Australia,50,"Java, Git, Tableau, Data Visualization, TensorFlow",Associate,19,Government,2024-10-17,2024-11-05,1855,9.0,Advanced Robotics,"['Java', 'Git', 'Tableau', 'Data Visualization', 'TensorFlow']"
AI09579,Data Scientist,84802,GBP,EN,FT,United Kingdom,M,United Kingdom,50,"Kubernetes, Statistics, MLOps, TensorFlow, GCP",Associate,1,Technology,2024-06-16,2024-07-04,813,10.0,Algorithmic Solutions,"['Kubernetes', 'Statistics', 'MLOps', 'TensorFlow', 'GCP']"
AI09580,Principal Data Scientist,164426,USD,SE,FL,Sweden,L,Netherlands,100,"R, Data Visualization, SQL, Java, Spark",PhD,9,Real Estate,2024-01-27,2024-04-05,1648,5.2,Neural Networks Co,"['R', 'Data Visualization', 'SQL', 'Java', 'Spark']"
AI09581,NLP Engineer,193142,USD,EX,FL,Singapore,L,Singapore,50,"Python, Data Visualization, Kubernetes, Tableau",Bachelor,17,Technology,2024-08-11,2024-10-12,1177,6.2,Neural Networks Co,"['Python', 'Data Visualization', 'Kubernetes', 'Tableau']"
AI09582,Autonomous Systems Engineer,158316,USD,EX,PT,Japan,L,Japan,50,"Deep Learning, Linux, Mathematics",Associate,12,Retail,2024-09-25,2024-10-26,699,5.1,Cloud AI Solutions,"['Deep Learning', 'Linux', 'Mathematics']"
AI09583,Principal Data Scientist,54540,EUR,EN,FT,France,S,France,50,"R, Linux, Computer Vision, SQL, PyTorch",PhD,0,Technology,2024-04-09,2024-05-21,2140,9.1,Quantum Computing Inc,"['R', 'Linux', 'Computer Vision', 'SQL', 'PyTorch']"
AI09584,Data Engineer,64652,USD,EN,PT,United States,M,United States,0,"Linux, Kubernetes, Mathematics",PhD,0,Education,2024-01-25,2024-02-21,760,5.1,Machine Intelligence Group,"['Linux', 'Kubernetes', 'Mathematics']"
AI09585,Autonomous Systems Engineer,110323,EUR,MI,FL,Netherlands,M,Netherlands,0,"Java, R, MLOps, Statistics",Master,4,Government,2024-01-10,2024-03-04,1505,6.2,AI Innovations,"['Java', 'R', 'MLOps', 'Statistics']"
AI09586,AI Specialist,72358,USD,MI,FL,India,M,France,50,"Mathematics, Git, MLOps, Python",Master,2,Finance,2024-04-29,2024-07-10,2401,8.5,Advanced Robotics,"['Mathematics', 'Git', 'MLOps', 'Python']"
AI09587,AI Software Engineer,224555,USD,SE,FT,Switzerland,L,Denmark,0,"Hadoop, Java, AWS, Data Visualization",PhD,6,Technology,2024-12-04,2025-01-08,1314,9.1,Cloud AI Solutions,"['Hadoop', 'Java', 'AWS', 'Data Visualization']"
AI09588,Data Scientist,123217,USD,EX,FT,Australia,S,Australia,0,"Scala, PyTorch, Kubernetes, Data Visualization, Hadoop",Master,18,Consulting,2025-01-20,2025-03-16,1870,8.4,Future Systems,"['Scala', 'PyTorch', 'Kubernetes', 'Data Visualization', 'Hadoop']"
AI09589,AI Product Manager,198887,USD,EX,CT,Singapore,S,Singapore,0,"AWS, MLOps, Kubernetes",PhD,10,Consulting,2024-01-06,2024-01-29,1293,9.9,Advanced Robotics,"['AWS', 'MLOps', 'Kubernetes']"
AI09590,Research Scientist,96927,USD,SE,FT,Australia,S,Australia,100,"Statistics, SQL, Azure, AWS",Bachelor,6,Government,2024-10-24,2024-11-29,1591,9.8,Smart Analytics,"['Statistics', 'SQL', 'Azure', 'AWS']"
AI09591,AI Software Engineer,65576,USD,MI,PT,South Korea,S,Switzerland,0,"Git, TensorFlow, GCP",PhD,2,Healthcare,2024-12-04,2025-02-02,1121,6.7,TechCorp Inc,"['Git', 'TensorFlow', 'GCP']"
AI09592,AI Specialist,275426,USD,EX,PT,Switzerland,M,Switzerland,0,"GCP, TensorFlow, Spark, Linux",Bachelor,16,Government,2024-04-04,2024-05-15,932,5.3,AI Innovations,"['GCP', 'TensorFlow', 'Spark', 'Linux']"
AI09593,AI Specialist,88615,EUR,MI,FL,France,M,Germany,100,"Python, MLOps, Mathematics",Bachelor,3,Telecommunications,2025-04-16,2025-05-04,1590,9.0,Cloud AI Solutions,"['Python', 'MLOps', 'Mathematics']"
AI09594,AI Research Scientist,155972,EUR,EX,PT,France,M,France,0,"Java, Deep Learning, Linux",Associate,18,Transportation,2024-07-21,2024-08-14,1812,7.9,DeepTech Ventures,"['Java', 'Deep Learning', 'Linux']"
AI09595,Robotics Engineer,102611,USD,EN,FT,Norway,L,Norway,100,"Tableau, Java, Git, Mathematics, R",Bachelor,0,Technology,2024-10-03,2024-11-08,620,6.8,Digital Transformation LLC,"['Tableau', 'Java', 'Git', 'Mathematics', 'R']"
AI09596,Machine Learning Engineer,283959,USD,EX,CT,Norway,S,Austria,100,"TensorFlow, Tableau, Kubernetes",PhD,10,Consulting,2025-01-16,2025-02-05,1133,7.6,Digital Transformation LLC,"['TensorFlow', 'Tableau', 'Kubernetes']"
AI09597,Computer Vision Engineer,76234,USD,SE,CT,Austria,S,Austria,50,"Python, Kubernetes, Scala, Mathematics",Master,9,Gaming,2025-01-22,2025-02-22,1458,9.4,TechCorp Inc,"['Python', 'Kubernetes', 'Scala', 'Mathematics']"
AI09598,Data Engineer,54154,USD,EN,PT,China,M,China,50,"Spark, Scala, Python, Kubernetes",Bachelor,1,Finance,2025-01-31,2025-03-05,640,6.5,Smart Analytics,"['Spark', 'Scala', 'Python', 'Kubernetes']"
AI09599,Data Engineer,40216,USD,EN,PT,Israel,S,Israel,0,"Python, R, Statistics, Deep Learning",PhD,1,Retail,2024-10-09,2024-12-12,1679,6.6,Predictive Systems,"['Python', 'R', 'Statistics', 'Deep Learning']"
AI09600,Research Scientist,53904,USD,MI,FT,Japan,S,Japan,0,"Python, Git, Hadoop",Master,3,Retail,2024-09-23,2024-10-30,1331,5.4,Machine Intelligence Group,"['Python', 'Git', 'Hadoop']"
AI09601,AI Consultant,162449,GBP,EX,FL,United Kingdom,S,United Kingdom,50,"Azure, MLOps, Python",PhD,15,Manufacturing,2024-10-23,2024-11-19,2457,5.3,DeepTech Ventures,"['Azure', 'MLOps', 'Python']"
AI09602,AI Research Scientist,93412,EUR,MI,PT,France,L,Singapore,0,"Hadoop, Docker, Deep Learning, AWS",Bachelor,2,Finance,2025-04-17,2025-06-04,647,9.2,TechCorp Inc,"['Hadoop', 'Docker', 'Deep Learning', 'AWS']"
AI09603,AI Product Manager,77396,USD,EN,FT,Denmark,S,Denmark,0,"Docker, Git, MLOps, NLP",Associate,1,Automotive,2024-07-29,2024-08-23,2129,9.0,Cognitive Computing,"['Docker', 'Git', 'MLOps', 'NLP']"
AI09604,Data Scientist,119792,USD,EX,CT,Austria,S,India,50,"Git, Java, Tableau, NLP, Docker",Master,16,Transportation,2024-05-18,2024-06-28,2078,8.2,Cognitive Computing,"['Git', 'Java', 'Tableau', 'NLP', 'Docker']"
AI09605,Data Analyst,133129,EUR,EX,FT,Germany,S,Germany,0,"Hadoop, AWS, Computer Vision",Associate,19,Transportation,2025-03-06,2025-05-09,533,8.9,Machine Intelligence Group,"['Hadoop', 'AWS', 'Computer Vision']"
AI09606,Autonomous Systems Engineer,53172,USD,EN,CT,Ireland,L,Ireland,100,"Mathematics, Python, NLP, Tableau",PhD,0,Government,2025-03-14,2025-05-26,1387,9.7,Digital Transformation LLC,"['Mathematics', 'Python', 'NLP', 'Tableau']"
AI09607,AI Software Engineer,198703,EUR,EX,CT,France,M,France,50,"Spark, Data Visualization, MLOps, SQL",PhD,19,Energy,2024-04-08,2024-05-01,1350,8.5,Algorithmic Solutions,"['Spark', 'Data Visualization', 'MLOps', 'SQL']"
AI09608,Data Scientist,201300,USD,EX,FT,China,L,China,100,"SQL, Linux, AWS, Statistics",Bachelor,10,Technology,2024-06-05,2024-07-13,1429,5.3,Smart Analytics,"['SQL', 'Linux', 'AWS', 'Statistics']"
AI09609,AI Software Engineer,116357,USD,EX,FT,South Korea,S,South Korea,50,"Hadoop, Computer Vision, Kubernetes, Java, GCP",Master,19,Finance,2024-02-22,2024-04-22,702,9.1,Future Systems,"['Hadoop', 'Computer Vision', 'Kubernetes', 'Java', 'GCP']"
AI09610,Machine Learning Researcher,97484,USD,SE,CT,China,M,China,0,"AWS, Kubernetes, Tableau, Data Visualization",Associate,8,Media,2024-10-02,2024-10-30,842,9.9,Predictive Systems,"['AWS', 'Kubernetes', 'Tableau', 'Data Visualization']"
AI09611,AI Specialist,81269,USD,MI,FT,Canada,M,Ireland,100,"Spark, Kubernetes, Java",Bachelor,2,Energy,2025-01-25,2025-02-09,976,7.1,Neural Networks Co,"['Spark', 'Kubernetes', 'Java']"
AI09612,AI Research Scientist,157827,GBP,SE,FL,United Kingdom,L,Canada,50,"MLOps, Git, GCP, Data Visualization",Master,6,Energy,2024-01-15,2024-02-06,2459,6.7,AI Innovations,"['MLOps', 'Git', 'GCP', 'Data Visualization']"
AI09613,Machine Learning Engineer,135857,USD,SE,PT,Canada,L,Canada,50,"Python, Spark, Computer Vision, MLOps, Kubernetes",Associate,6,Consulting,2025-02-22,2025-05-02,2245,7.5,Smart Analytics,"['Python', 'Spark', 'Computer Vision', 'MLOps', 'Kubernetes']"
AI09614,AI Research Scientist,51570,USD,EN,CT,Israel,M,Israel,0,"TensorFlow, Kubernetes, Data Visualization, PyTorch, Docker",Master,0,Consulting,2024-10-28,2024-12-06,2280,5.5,Future Systems,"['TensorFlow', 'Kubernetes', 'Data Visualization', 'PyTorch', 'Docker']"
AI09615,Research Scientist,85535,USD,SE,FT,Japan,M,Japan,0,"Java, Kubernetes, Computer Vision, Docker",Associate,9,Real Estate,2024-03-19,2024-05-16,2068,8.5,Machine Intelligence Group,"['Java', 'Kubernetes', 'Computer Vision', 'Docker']"
AI09616,NLP Engineer,151915,USD,SE,FL,Australia,M,Australia,100,"NLP, GCP, Hadoop",Master,9,Gaming,2024-12-04,2024-12-20,532,9.4,TechCorp Inc,"['NLP', 'GCP', 'Hadoop']"
AI09617,Machine Learning Researcher,55820,USD,MI,FT,Austria,S,Austria,50,"Computer Vision, Tableau, SQL, R",Bachelor,2,Telecommunications,2024-03-10,2024-05-16,1541,7.4,TechCorp Inc,"['Computer Vision', 'Tableau', 'SQL', 'R']"
AI09618,Data Scientist,76620,USD,MI,CT,China,L,China,100,"SQL, Mathematics, NLP",Bachelor,3,Education,2024-10-21,2025-01-02,1845,7.5,AI Innovations,"['SQL', 'Mathematics', 'NLP']"
AI09619,AI Software Engineer,81290,USD,EN,PT,Denmark,S,Denmark,0,"Linux, Spark, Docker, SQL, PyTorch",PhD,0,Education,2024-05-23,2024-06-20,1437,9.7,Quantum Computing Inc,"['Linux', 'Spark', 'Docker', 'SQL', 'PyTorch']"
AI09620,Machine Learning Researcher,112516,USD,MI,PT,Denmark,M,Denmark,0,"Spark, MLOps, Linux, Mathematics",Associate,4,Gaming,2024-12-24,2025-02-18,985,9.1,Autonomous Tech,"['Spark', 'MLOps', 'Linux', 'Mathematics']"
AI09621,AI Specialist,118509,USD,EX,CT,Canada,S,Canada,50,"Hadoop, Tableau, AWS, Kubernetes, GCP",PhD,16,Healthcare,2024-11-11,2025-01-07,2092,8.1,Cloud AI Solutions,"['Hadoop', 'Tableau', 'AWS', 'Kubernetes', 'GCP']"
AI09622,Data Analyst,89856,USD,SE,PT,Israel,S,Israel,100,"Hadoop, Scala, Kubernetes, AWS, R",PhD,9,Gaming,2024-03-04,2024-04-03,1231,9.0,Cloud AI Solutions,"['Hadoop', 'Scala', 'Kubernetes', 'AWS', 'R']"
AI09623,AI Architect,152826,USD,EX,FT,Singapore,M,Singapore,0,"AWS, SQL, Java, Scala",Bachelor,13,Transportation,2025-03-23,2025-05-25,1949,9.0,Smart Analytics,"['AWS', 'SQL', 'Java', 'Scala']"
AI09624,Data Engineer,62522,USD,MI,FT,India,M,India,0,"Scala, Data Visualization, Hadoop",PhD,2,Gaming,2024-06-28,2024-07-23,1697,9.1,Advanced Robotics,"['Scala', 'Data Visualization', 'Hadoop']"
AI09625,Data Analyst,136032,GBP,SE,FT,United Kingdom,S,United Kingdom,100,"Data Visualization, Java, R",Associate,8,Automotive,2024-05-12,2024-07-09,1289,8.9,DeepTech Ventures,"['Data Visualization', 'Java', 'R']"
AI09626,AI Consultant,150491,USD,SE,FT,United States,L,United States,100,"Data Visualization, Java, Tableau, SQL",Master,7,Media,2024-07-12,2024-08-15,1169,6.4,Future Systems,"['Data Visualization', 'Java', 'Tableau', 'SQL']"
AI09627,Head of AI,62525,USD,MI,PT,South Korea,M,South Korea,50,"Scala, Kubernetes, Docker, Deep Learning",Master,4,Media,2024-04-12,2024-06-17,1832,9.5,Algorithmic Solutions,"['Scala', 'Kubernetes', 'Docker', 'Deep Learning']"
